date	lon	lat	pressure	Wt	Wpt	sal	gamma	oxygen.1	oxygen.2	fluo.r	c
20201115110330	7.862	43.3656333333333	3	16.7387	16.7382	38.1353	27.9864	5.261	228.56	0.2168	0.17875
20201115110330	7.862	43.3656333333333	4	16.7397	16.739	38.1354	27.9863	5.2695	228.927	0.2187	0.17845
20201115110330	7.862	43.3656333333333	5	16.7402	16.7393	38.1354	27.9862	5.2644	228.707	0.2231	0.17815
20201115110330	7.862	43.3656333333333	6	16.7402	16.7392	38.1354	27.9863	5.2652	228.741	0.2197	0.17825
20201115110330	7.862	43.3656333333333	7	16.7387	16.7376	38.1354	27.9867	5.2694	228.926	0.2194	0.17795
20201115110330	7.862	43.3656333333333	8	16.7402	16.7388	38.1355	27.9864	5.2729	229.079	0.2235	0.17895
20201115110330	7.862	43.3656333333333	9	16.7378	16.7363	38.1353	27.9869	5.2837	229.544	0.224	0.17815
20201115110330	7.862	43.3656333333333	10	16.7348	16.7331	38.1353	27.9877	5.2833	229.529	0.2314	0.17785
20201115110330	7.862	43.3656333333333	11	16.7346	16.7328	38.1354	27.9878	5.2845	229.582	0.2312	0.17605
20201115110330	7.862	43.3656333333333	12	16.7339	16.7319	38.1354	27.988	5.2823	229.483	0.237	0.17735
20201115110330	7.862	43.3656333333333	13	16.7335	16.7313	38.1356	27.9883	5.2898	229.812	0.253	0.17615
20201115110330	7.862	43.3656333333333	14	16.7336	16.7313	38.1355	27.9882	5.2913	229.877	0.2402	0.17735
20201115110330	7.862	43.3656333333333	15	16.7339	16.7314	38.1355	27.9882	5.2954	230.053	0.224	0.17595
20201115110330	7.862	43.3656333333333	16	16.7334	16.7308	38.1354	27.9883	5.2939	229.99	0.2185	0.17685
20201115110330	7.862	43.3656333333333	17	16.7351	16.7322	38.1354	27.9879	5.2989	230.204	0.2353	0.17815
20201115110330	7.862	43.3656333333333	18	16.7332	16.7303	38.1354	27.9884	5.2967	230.11	0.2249	0.17735
20201115110330	7.862	43.3656333333333	19	16.7337	16.7306	38.1355	27.9884	5.3005	230.276	0.2381	0.17795
20201115110330	7.862	43.3656333333333	20	16.7341	16.7308	38.1355	27.9884	5.304	230.429	0.2293	0.17865
20201115110330	7.862	43.3656333333333	21	16.7331	16.7296	38.1355	27.9886	5.3054	230.49	0.2292	0.17765
20201115110330	7.862	43.3656333333333	22	16.7311	16.7274	38.1356	27.9893	5.3057	230.5	0.2342	0.17735
